Merchant Name,Category Name,c. Total Coupons,% Rate,Flat Rate
Power Queen,Batteries,2,6.0,0.0
Wild One,Animals & Pet Supplies,2,10.0,0.0
Pixie Mood,Handbags & Wallets,2,20.0,0.0
Shop APEXEL,Consumer Electronics,2,10.0,0.0
Humble Bundle,Video Game Consoles & Games,2,4.0,40.0
iWALK,Consumer Electronics,2,20.0,0.0
Palladium Boots,Shoes,2,6.4,0.0
Creative Spark LLC,Babies & Kids,1,10.0,0.0
PartyAnimal,Dog Supplies,1,10.0,0.0
Red Spectrum LLC,Consumer Services,1,20.0,0.0
G-Form,Sporting Goods,1,6.0,0.0
Amen University,Health Care,1,10.0,0.0
COMOBOCA,Accessories,1,15.0,0.0
COOSPO,Cycling,1,20.0,0.0
Candy In Bulk,Food & Gourmet,1,3.0,0.0
Sur Natural Health Brands LLC DBA Drink ZYN,Food & Drink,1,6.0,0.0
SOTTOS,Luggage & Bags,1,15.0,0.0
Triptogo,Vacation Packages,1,8.33,0.0
Macondo Forever,Home Decor,1,10.0,0.0
Tremendous Parfum,Fragrance & Cologne,1,10.0,0.0
Leaves of Leisure,Food & Drink,1,3.0,0.0
herbOrder,Beauty & Cosmetics,1,20.0,0.0
NEONEARTH,Household,1,6.0,0.0
Spectrum,Internet Services,1,0.0,235.0
True Bloom Wellness,Food & Drink,1,25.0,0.0
CozyDays Inc.,Furniture,1,5.0,0.0
DTI Direct Inc.,Games,1,5.0,0.0
Resiners,Arts & Crafts,1,6.0,0.0
My Personal Recruiter,Consumer Services,1,5.0,0.0
Divoom,Video Games,1,15.0,0.0
BOND,Consumer Services,1,25.0,0.0
Real Plans Inc.,Food & Drink,1,10.0,0.0
VinchyArt,Furniture,1,5.0,0.0
Clean Monday Meals,Food & Beverage,1,10.0,0.0
ZENLIFE HERB COMPANY LLC,Vitamins & Supplements,1,20.0,0.0
Maamgic,Clothing & Apparel,1,10.0,0.0
EINSTAR,3D Printers,1,5.0,0.0
AlorairCrawlspace,Hardware,1,13.0,0.0
aulumu,Accessories,1,10.0,0.0
KOZAKH,Jewelry,1,15.0,0.0
Tvibex Technology Ltd,Auto (or Vehicle),1,5.0,0.0
LIVLY,Baby & Kids,1,10.0,0.0
SkyBound,Consumer Services,1,15.0,0.01
Heyjoanie LLC,Accessories,1,20.0,0.0
High Test Gummies,Food & Drink,1,10.0,0.0
polyalien,Clothing & Apparel,1,20.0,0.0
IJustWantTo Correct My Tongue Thrust,Consumer Services,1,12.0,0.0
"Jiaxiang Womet Trading Co., Ltd.",Consumer Services,1,10.0,0.0
US Boot (US),Shoes,1,10.0,0.0
Pretty Rugged,Consumer Services,1,8.0,0.0
Lenz Charging,Vehicles & Parts,1,7.0,0.0
My Sound Gift,Consumer Services,1,10.0,0.0
TESmart,Consumer Electronics,1,10.0,0.0
Kustomz,Clothing & Apparel,1,5.0,0.0
PetLink,Animals & Pet Supplies,1,20.0,0.0
Raw Rev,Food & Gourmet,1,40.0,0.0
VentaPak,Luggage & Bags,1,10.0,0.0
Big Joe,Household,1,3.0,0.0
Nuuvo Haircare,Beauty & Cosmetics,1,10.0,0.0
WTG North America II LLC US,Food & Drink,1,10.0,0.0
Vitality CBD,CBD,1,15.0,0.0
Helm & Oar,Collectibles,1,7.0,0.0
Monfrere Fashion (US),Clothing & Apparel,1,12.0,0.0
Levity,Health & Beauty,1,10.0,0.0
Natural Shilajit,Vitamins & Supplements,1,25.0,0.0
National Tree Company,Holidays & Occasions,1,4.0,0.0
Mickioy,Clothing & Apparel,1,20.0,0.0
GIROTTI,Clothing & Apparel,1,15.0,0.0
ChesscomShop,Games,1,3.0,0.0
ORL Labs (US),Personal Care,1,15.0,0.0
Flyachille,Lighting,1,5.0,0.0
Renoun,Sporting Goods,1,8.0,0.0
Doubletake,Backpacks,1,10.0,0.0
SmoothieBox,Food & Gourmet,1,12.0,0.0
Cusa Tea & Coffee,Food & Beverage,1,11.0,0.0
Drawboard,Consumer Services,1,40.0,0.0
Cheech and Chong,CBD,1,6.0,0.0
VPS Forex Trader,B2B,1,15.0,0.0
Nightfox,Outdoor Recreation,1,5.0,0.0
e-firstaidsupplies (US),Medical,1,8.0,0.0
Filterbuy,Household,1,10.0,0.0
Beyond Memories,Gifts,1,12.0,1.0
High Ground Elixir,Food & Drink,1,5.0,0.0
Moen,Household,1,13.0,63.44
Place of Ëlms (US),Accessories,1,7.0,0.0
Dimo (US),"Vehicle Maintenance, Care & Decor",1,18.0,0.0
Freddy,Accessories,1,5.0,0.0
bmiMD,Diet & Fitness,1,0.0,63.0
Mom Bomb,Health & Beauty,1,25.0,0.0
AlivingHome,Household,1,6.0,0.0
Adsband Revenue Network,Advertising & Marketing,1,15.0,0.0
Vitae Glass,Consumer Services,1,14.0,0.0
peaksNpaws,Dog Supplies,1,15.0,0.0
HID SIPS,Supplies,1,10.4,0.0
Outprfrm,Financial,1,0.0,25.0
Panacea Natural,Vitamins & Supplements,1,20.0,0.0
King Koil,Home Decor,1,15.0,0.0
SOLDOUT.COM,Event Tickets,1,8.0,0.0
Z Gallerie,Household,1,3.0,0.0
Kavahh,CBD,1,20.0,0.0
I Heart Jewels,Jewelry,1,8.0,0.0
Floraltrip,Accessories,1,20.0,0.0
Outdoor Covers by Casco,Consumer Services,1,10.0,0.0
La Joya Jewelry,Jewelry,1,7.5,0.0
Stelar London Limited,Handbags & Wallets,1,15.0,0.0
Pecute,Dog Supplies,1,10.0,0.0
kingcamp industry limited,Camping & Hiking,1,10.0,0.0
Clean Maple,Beauty & Cosmetics,1,13.0,0.0
History By Mail,Education,1,6.0,0.0
Mintzzz,Bed & Bath,1,10.0,0.0
Valerion,Consumer Electronics,1,5.0,0.0
Intehill Portable Monitor,Consumer Electronics,1,10.0,0.0
eSIMania.com,Software,1,10.0,0.0
Zetexa,Travel,1,15.0,0.0
FliFlik,Media,1,60.0,0.0
WaterAnywhere,Health & Beauty,1,10.0,0.0
Privy (US),Real Estate,1,40.0,0.0
AutoNation Parts,Vehicles & Parts,1,3.0,0.0
Cancun Shuttle,Car Rental,1,4.0,0.0
Audiobooks for everyone,Books & Magazines,1,30.0,0.0
Bloomcabin USA,Lawn & Garden,1,8.0,0.0
Carla Car Rental,Car Rental,1,5.0,0.0
Superalink,Air,1,10.0,0.0
Albert Levi Gallery,Furniture,1,10.0,0.0
Ublives,Consumer Electronics,1,18.0,0.0
Ibagari Hotel,Hotel,1,4.0,0.0
Atomix Medical,CBD,1,10.0,0.0
Unique Kulture Affiliate Program,Clothing & Apparel,1,8.0,0.0
Kinkly,Sex Toys,1,3.0,0.0
Handmade.com,Clothing & Apparel,1,10.0,0.0
DeerValley,Household,1,10.0,0.0
Pacdora,Software,1,30.0,0.0
Armed American Supply,Work Uniforms,1,10.0,0.0
Cerqular,Consumer Services,1,8.0,0.0
Bakscape Corporation,Consumer Services,1,10.0,0.0
Serwall,Furniture,1,10.0,0.0
Sportybella,Jewelry,1,10.0,0.0
Nextrition Pet,Animals & Pet Supplies,1,10.0,0.0
CenterPoint Archery,Consumer Services,1,5.0,0.0
THE ORFY,Health & Beauty,1,30.0,0.0
Thermalmaster,Consumer Electronics,1,10.0,0.0
FNTCASE,Consumer Services,1,10.0,0.0
Newton Shafts,Golf,1,10.0,0.0
WattCycle,Batteries,1,6.0,0.0
Fuel Nutrition LLC,Vitamins & Supplements,1,5.0,0.0
ButterFork LLC,Kitchen & Dining,1,10.0,0.0
Oobli,Food & Beverage,1,10.0,0.0
Fafreese,Motor Vehicle Electronics,1,10.0,0.0
Mobile Photography Academy,Telephony,1,50.0,0.0
powdervitamin,Food & Drink,1,25.0,0.0
"Hong Kong Hele Electronics Co., Ltd.",Consumer Services,1,8.0,0.0
Sunseeker,Consumer Electronics,1,5.0,0.0
Glerc,Cycling,1,7.0,0.0
Bioniq,Health & Beauty,1,0.0,25.0
9PHX RACING,"Vehicle Maintenance, Care & Decor",1,10.0,0.0
Fun Fact Co.,Food & Drink,1,18.0,0.0
Innocruise,Consumer Electronics,1,10.0,0.0
Kapitalwise,Consumer Services,1,0.0,25.0
First Saturday Lime,Household,1,3.0,0.0
OpenRock,Consumer Services,1,15.0,0.0
"Guangzhou Yichen Trading Co.,ltd",Accessories,1,35.0,0.0
Drip ship wholesale,CBD,1,20.0,0.0
Zowietek,Consumer Electronics,1,8.0,0.0
Foreverlyfe,Vitamins & Nutrition,1,35.0,0.0
Arena Club,Hobbies & Creative Arts,1,5.0,0.0
SHOWROOM,Clothing & Apparel,1,10.0,0.0
Lost Boy Creations,Clothing & Apparel,1,10.0,0.0
Litip,Beauty & Cosmetics,1,30.0,0.0
Simihaze Beauty,Beauty & Cosmetics,1,18.0,0.0
eSIM Card,Consumer Services,1,10.0,0.0
PosterMyWall,B2B,1,20.0,0.0
NON,Beverages,1,12.0,0.0
Homage Row,Household,1,14.0,0.0
Synthesis Tutor,Education,1,30.0,0.0
Chinoodles,Food & Drink,1,15.0,0.0
Hill's Pet Nutrition,Animals & Pet Supplies,1,5.0,0.0
TURBRO,Household,1,1.0,0.0
Haus of Brilliance,Jewelry,1,15.0,0.0
rattanebike,Cycling,1,5.0,0.0
KNOPF,Watches,1,10.0,0.0
The Granville Island Pet Treatery Corp,Animals & Pet Supplies,1,10.0,0.0
Sympli,Clothing & Apparel,1,4.0,0.0
EAROS,Audio,1,10.0,0.0
Caley Cosmetics,Beauty & Cosmetics,1,25.0,0.0
Rackora,Electronics Accessories,1,25.0,0.0
BiltRx,Exercise & Fitness,1,20.0,0.0
Epres,Health & Beauty,1,10.0,0.0
Hanni,Health & Beauty,1,12.0,0.0
Kiss,Beauty & Cosmetics,1,5.0,0.0
Topo Designs,Clothing & Apparel,1,8.0,0.0
Insotel Hotel Group,Hotel,1,6.0,0.0
Worm Nerd,Lawn & Garden,1,10.0,0.0
Hairs Market,Health & Beauty,1,8.0,0.0
Wybot,Pool & Spa,1,18.0,0.0
Enigwatch,Watches,1,10.0,0.0
RC GOFOLLOW,Vehicles & Parts,1,10.0,0.0
Our Erotic Journey,Sex Toys,1,15.0,0.0
Moussy,Clothing & Apparel,1,7.0,0.0
NOVAALAB,Health & Beauty,1,20.0,0.0
YoColorado,Clothing & Apparel,1,12.0,0.0
Mileseey,Tools,1,15.0,0.0
Cloudstyle,Men,1,10.0,0.0
Love and Logic,Education,1,25.0,0.0
IXA Curtains,Household,1,12.0,0.0
Lever Gear,Tools,1,25.0,0.0
ARZOPA,Monitors,1,8.0,0.0
Advanced Molecular Labs,Vitamins & Supplements,1,3.0,0.0
Julia Jordan,Women,1,28.0,0.0
Joyliketoys,Puzzles,1,15.0,0.0
oksiwalux,Vehicles & Parts,1,8.0,0.0
MURF Electric Bikes,Motor Vehicle Electronics,1,5.0,0.0
New Options Sports,Sporting Goods,1,10.0,0.0
Steadfast Golf,Golf,1,10.0,0.0
iWantek,Audio,1,30.0,0.0
Plaud,Audio,1,10.0,0.0
HD Buttercup,Furniture,1,10.0,0.0
KSP performance,Vehicles & Parts,1,7.5,0.0
Tuff Ring,Mens,1,13.0,0.0
Doctor Wilson's Original Formulations,Health Care,1,5.0,0.0
Orant Neon,Signage,1,20.0,0.0
Birdie Town,Golf,1,10.0,0.0
Allovehair,Beauty & Cosmetics,1,8.0,0.0
Goalrilla,Sporting Goods,1,5.0,0.0
NeonWill,Lighting,1,5.0,0.0
Bag Borrow or Steal,Accessories,1,10.0,0.0
Lilly Lashes,Beauty & Cosmetics,1,15.0,0.0
roselili,Women,1,20.0,0.0
GardePro,Consumer Electronics,1,10.0,0.0
ONIX,Sporting Goods,1,10.0,0.0
Noomie,Baby & Kids,1,5.0,0.0
The Secure Mat,Bed & Bath,1,15.0,0.0
Spytec GPS,GPS,1,10.0,0.0
Wesper,Consumer Electronics,1,10.0,0.0
Island Importer,Clothing & Apparel,1,5.0,0.0
Atelier Delphine,Women,1,15.0,0.0
Rue Sophie,Women,1,10.0,0.0
Woodemon,Babies & Kids,1,7.0,0.0
Be Bohemian,Personal Care,1,20.0,0.0
Truvaga,Health & Beauty,1,3.0,0.0
Woosh Beauty,Beauty & Cosmetics,1,14.0,0.0
LUE BONA,Furniture,1,5.0,0.0
Birch Beauty INC,Beauty & Cosmetics,1,20.0,0.0
Derma Solutions Care,Health & Beauty,1,20.0,0.0
Players Choice CBD,CBD,1,10.0,0.0
Irix Lens,Camera & Optic Accessories,1,5.0,0.0
Afewvibe LTD,Clothing & Apparel,1,20.0,0.0
I Nurture Companies LLC(BU Renewed),Vitamins & Supplements,1,15.0,0.0
Adore Adorn,Jewelry,1,10.0,0.0
Milk x Whiskey,Outdoor Recreation,1,12.0,0.0
Swig Life,Kitchen & Dining,1,5.0,0.0
TRUBAR,Snacks,1,10.0,0.0
Lighted Address Numbers,Household,1,15.0,0.0
Medieval Brick,Building Toys,1,8.0,0.0
Jafanda,Appliances,1,30.0,0.0
RaffelDeals,Clothing & Apparel,1,10.0,0.0
Jacaranda Living,Clothing & Apparel,1,5.0,0.0
ECMVAPE,e-Cigarettes & Vaporizers,1,15.0,0.0
WOODPLAY,Baby Toys & Activity Equipment,1,5.0,0.0
MONPORT,Hardware,1,5.0,0.0
Maxemblem,Shopping,1,3.0,0.0
Vintage La Rose,Jewelry,1,6.0,0.0
Kevin Murphy,Health & Beauty,1,12.0,0.0
Victory Nutrition International,Vitamins & Supplements,1,10.0,0.0
Reencle,Kitchen & Dining,1,5.0,0.0
Lekato,Musical Instruments & Accessories,1,15.0,0.0
RiLEY Home,Bed & Bath,1,2.0,0.0
Town Appliance,Appliances,1,4.0,0.0
The Hair Diagram,Personal Care,1,4.0,0.0
Marcy Pro,Exercise & Fitness,1,3.0,0.0
i-Drink Products,Household,1,8.0,0.0
Becker,Education,1,3.0,0.0
Tramontina,Kitchen & Dining,1,4.0,0.0
Cheerful Painting,Arts & Entertainment,1,20.0,0.0
ITEHIL,Outdoor Recreation,1,15.0,0.0
Flat Socks,Accessories,1,5.0,0.0
Varmtalys,Lighting,1,15.0,0.0
Phomemo,"Print, Copy, Scan & Fax",1,5.0,0.0
Rowabi,Lighting,1,10.0,0.0
Maison Margiela,Fragrance & Cologne,1,6.0,0.0
Fifa Coin,Financial,1,12.0,0.0
Thermomate,Household,1,8.0,0.0
Sendwave,Financial,1,0.0,80.0
JiaroPack,B2B,1,8.0,0.0
ShhTape,Health & Beauty,1,0.0,15.0
LovedOnes.ai,Consumer Services,1,20.0,0.0
Nella,Health & Beauty,1,5.0,0.0
PADI,Outdoor Recreation,1,4.0,0.0
Nilight,"Vehicle Maintenance, Care & Decor",1,12.0,0.0
2Game,Video Games,1,3.2,0.0
ANTA,Clothing & Apparel,1,4.0,0.0
GL-Inet,Internet Services,1,10.0,0.0
Zone Alarm,Software,1,20.0,0.0
wearlively,Underwear & Socks,1,0.0,40.0
Quartet,Office,1,5.0,0.0
GBC,Office,1,5.0,0.0
HARD'N'HEAVY | FOR ROCK SOULS,Accessories,1,10.0,0.0
Dearfoams,Shoes,1,7.0,0.0
SkinMedica,Health & Beauty,1,7.0,0.0
Crown & Paw,Photo & Canvas Services,1,10.0,0.0
Wander Prints,Gifts,1,10.0,0.0
Aspire Pink,Clothing & Apparel,1,15.0,0.0
The Excellence Collection,Hotel,1,0.0,120.0
Bønes and Balløøns,Clothing & Apparel,1,30.0,0.0
Vibrant Publishers,Books & Magazines,1,10.0,0.0
Metagenics,Vitamins & Supplements,1,5.0,0.0
Vossagin,Jewelry,1,0.75,0.0
Bookmap,Financial,1,0.0,250.0
Jow,Food & Gourmet,1,10.0,2.0
Seat Club,Music,1,20.0,0.0
Luxy Hair,Health & Beauty,1,1.0,0.0
Xtrons US,Vehicles & Parts,1,5.0,0.0
Kindred Label,Shoes,1,5.0,0.0
Embossed Graphics,Consumer Services,1,15.0,0.0
Mezlan,Shoes,1,10.0,0.0
Adept Knives,Weapons,1,5.0,0.0
GIGALUMI,Home Decor,1,9.0,0.0
Zulay Kitchen,Kitchen & Dining,1,12.0,0.0
Robert Talbott,Accessories,1,6.0,0.0
Ryder Toys,Outdoor Play Equipment,1,6.4,0.0
Immersive Gamebox,Amusement & Theme Parks,1,5.0,0.0
Nick's Stick's,Meats & Seafood,1,3.0,0.0
Luxury Toy X,Sex Toys,1,15.0,0.0
Bryte,Bed & Bath,1,12.0,0.0
Grinmore,Clothing & Apparel,1,5.0,0.0
Orion Motor Tech,"Vehicle Maintenance, Care & Decor",1,10.0,0.0
Ford Accessories,Vehicles & Parts,1,5.0,0.0
Off Hours Spirits,Alcohol / Beer,1,15.0,0.0
Victory Range Hoods,Kitchen & Dining,1,10.0,0.0
RV Blinds,"Vehicle Maintenance, Care & Decor",1,7.5,0.0
Mooncool,Cycling,1,5.0,0.0
RayNeo,Consumer Electronics,1,5.0,0.0
Laundry Sauce,Supplies,1,30.0,0.0
Somnee,Health & Beauty,1,12.0,0.0
MixPlaces,Photo Gifts,1,20.0,0.0
Catrice Cosmetics,Beauty & Cosmetics,1,6.0,0.0
Aiffro,Data Storage,1,10.0,0.0
Rboutique,Clothing & Apparel,1,6.0,0.0
Cru Ovens,Outdoor Living,1,6.0,0.0
Superhuman Bikes,Cycling,1,5.0,0.0
Blueberry Pet,Animals & Pet Supplies,1,15.0,0.0
Uniquelan Jewelry,Jewelry,1,13.0,0.0
50 Floor,Rugs & Flooring,1,0.0,30.0
Cherley,Clothing & Apparel,1,2.0,0.0
NatPat,Health Care,1,8.0,0.0
HOMMI,Collectibles,1,20.0,0.0
Global Wellness Products,Health & Beauty,1,0.0,25.0
Michael Stars,Clothing & Apparel,1,15.0,0.0
Best Ceramics,Food & Drink,1,10.0,0.0
anygolds,Jewelry,1,8.0,0.0
Buycoolshirts.com,Clothing & Apparel,1,20.0,1.0
Big Poppa Smokers,Kitchen & Dining,1,10.0,0.0
Best Deal Pet Supply,Animals & Pet Supplies,1,8.0,0.0
Beauty Plus Salon,Beauty & Cosmetics,1,8.0,0.0
Bargain Junkie,Department Stores,1,6.0,0.0
ArtistWorks,Online Courses,1,8.0,0.0
Artificial Plants And Trees,Yard & Garden,1,7.5,0.0
Apple Vacations,Travel,1,6.0,0.0
Alen,Household,1,5.0,0.0
Vince Camuto,Women,1,3.0,0.0
"5 Little Monkeys Bedding, Inc.",Bed & Bath,1,15.0,0.0
Zipcar,Car Rental,1,0.0,30.0
Wrangler,Clothing & Apparel,1,10.0,0.0
World Pet Express,Animals & Pet Supplies,1,12.0,0.0
Wolverine,Shoes,1,3.0,0.0
ANSI,B2B,1,10.0,0.0
ViX Swimwear,Clothing & Apparel,1,2.0,0.0
Persona Nutrition,Vitamins & Supplements,1,12.0,0.0
Cambria Bicycle Outfitter,Cycling,1,0.0,0.5
The California Wine Club,Wine,1,4.0,0.0
Coop Home Goods,Animals & Pet Supplies,1,4.0,0.0
DecoratorsBest,Home Decor,1,10.0,0.0
ION Stabilized Oxygen,Health & Beauty,1,15.0,0.0
i-Blason,Consumer Electronics,1,12.0,0.0
HUROM,Appliances,1,1.0,0.0
Baseball Monkey,Baseball & Softball,1,6.0,0.0
Oxygen Max,Vitamins & Nutrition,1,30.0,0.0
Half Price Drapes,Household,1,20.0,0.0
Green Kid Crafts,School Supplies,1,10.0,0.0
Gotogate,Travel,1,5.0,10.0
GEEKMAXI,Consumer Electronics,1,5.0,0.0
Gaia,Media,1,20.0,0.0
FSJshoes.com,Shoes,1,13.0,0.0
Flags connections,Gifts,1,12.0,0.0
FineStationery,Office,1,3.0,0.0
ezpz,Babies & Kids,1,15.0,0.0
Electronic Express,Consumer Services,1,3.5,0.0
Door to Door,Supplies,1,3.5,0.0
Dessy Group,Weddings,1,7.0,0.0
Vineyard Vines,Clothing & Apparel,1,2.0,0.0
Veronica Beard,Clothing & Apparel,1,3.0,0.0
ChicChoi,Personalized gifts,1,6.0,0.0
Sequin,Jewelry,1,8.0,0.0
Simply Chocolate,Food & Gourmet,1,5.0,0.0
SHOWPO,Women,1,6.0,0.0
ShopWSS,Shoes,1,7.0,0.0
Tessabit,Clothing & Apparel,1,15.0,0.0
TechSmith,Software,1,8.0,0.0
nixplay,Consumer Electronics,1,5.0,0.0
Life Fitness,Exercise & Fitness,1,8.0,0.0
DELSEY Paris,Luggage & Bags,1,5.0,0.0
Select Blinds,Household,1,7.0,10.0
VEGAS.com,Travel,1,6.0,0.0
SCOUT Bags,Luggage & Bags,1,5.0,0.0
Savile Row Company Ltd,Clothing & Apparel,1,11.2,0.0
Sachin & Babi,Clothing & Apparel,1,4.8,0.0
Saatchi Art,Household,1,4.0,0.0
Ryderwear,Clothing & Apparel,1,10.0,0.0
Rue La La,Clothing & Apparel,1,3.0,0.0
Roses Only,Flowers,1,11.0,0.0
Rocky Boots,Shoes,1,15.0,0.0
SteelSeries,Consumer Electronics,1,8.0,0.0
FaithGateway,Books & Magazines,1,6.4,0.0
WesternDigital,Consumer Electronics,1,5.0,0.0
Sucuri,Software,1,0.0,209.79
Zavvi,Media,1,9.6,7.0
US Polo Association Store,Clothing & Apparel,1,4.0,0.0
Long Tall Sally,Clothing & Apparel,1,6.0,0.0
L'Occitane en Provence,Health & Beauty,1,80.0,4.568
TV Store Online,Clothing & Apparel,1,12.0,0.0
Trip.com,Travel,1,8.0,0.71
Trampoline Parts and Supply,Sporting Goods,1,10.0,0.0
Ticket Club,Event Tickets,1,50.0,0.0
Thrifty,Car Rental,1,6.0,0.0
ThirdLove,Underwear & Socks,1,2.0,0.0
The Company Store,Bed & Bath,1,5.0,0.0
The Chess Store,Toys & Games,1,15.0,0.0
TaxAct,Tax Services,1,10.0,0.0
Tatcha,Beauty & Cosmetics,1,25.0,0.0
tasc Performance,Clothing & Apparel,1,8.0,0.0
Target Optical,Contacts & Glasses,1,4.0,0.0
Tanga.com,Department Stores,1,20.0,0.0
iPromo,Department Stores,1,8.0,0.0
iReliev Products,Health Care,1,15.0,0.0
King Kanine,CBD,1,15.0,0.0
André Assous,Shoes,1,7.0,0.0
Rogue Industries,Handbags & Wallets,1,9.0,0.0
Pets Best Pet Insurance,Pet,1,0.0,2.4
One Kings Lane,Household,1,2.0,0.0
Everywhere Chair,Household,1,3.0,0.0
Detox Organics,Vitamins & Supplements,1,15.0,50.0
Belstaff,Clothing & Apparel,1,5.0,0.0
Barbeques Galore,Kitchen & Dining,1,5.0,0.0
Apples of Gold,Jewelry,1,8.0,0.0
ZQuiet,Health Care,1,30.0,0.0
Kiyonna Clothing,Plus,1,8.0,0.0
Zotto Sleep,Bed & Bath,1,10.0,0.0
ZipJob,Consumer Services,1,7.0,0.0
Wyzant,Education,1,10.0,0.0
Wine of the Month Club,Wine,1,15.0,0.0
Whizlabs.com,College,1,15.0,0.0
Walls Republic,Household,1,7.0,0.0
VitaSprings.com,Vitamins & Supplements,1,10.0,0.0
Vaporider,Tobacco,1,5.0,0.0
Blockchain Council,Online Courses,1,20.0,0.0
Good To-Go,Food & Beverage,1,6.0,0.0
JerkFit,Weight Lifting,1,10.0,0.0
Bugatchi,Men,1,6.4,0.0
Calzedonia,Clothing & Apparel,1,11.54,0.0
Zola,Weddings,1,10.0,0.0
Looking4Parking,Travel,1,5.0,0.0
SHIEKH,Shoes,1,3.0,0.0
LogMeOnce,Software,1,25.0,0.0
Goldenmine and Jewelry Vortex,Jewelry,1,5.0,0.0
Foxcroft,Women,1,3.2,0.0
Discount Ramps,Vehicles & Parts,1,9.0,0.0
Immune Tree,Health & Beauty,1,20.0,0.0
Intego,Software,1,50.0,5.0
boohooMAN,Men,1,11.0,0.0
WANDRD,Luggage & Bags,1,15.0,0.0
CraftBeerClub.com,Alcohol / Beer,1,7.0,0.0
Molecule Sleep,Bed & Bath,1,30.0,0.0
Fenix Store,Outdoor Recreation,1,6.0,0.0
21st Century Smoke,e-Cigarettes & Vaporizers,1,8.0,4.0
McAfee,Software,1,100.0,100.0
Chantelle Lingerie,Clothing & Apparel,1,4.0,0.0
The TeaBook,Food & Gourmet,1,10.0,0.0
The Spoiled Mama,Personal Care,1,10.0,0.0
Paul Smith,Clothing & Apparel,1,4.0,0.0
Patch Collection,Accessories,1,1.0,0.0
OLMA IV Inc.,Food & Gourmet,1,3.0,0.0
Official HGC Diet Plan,Diet & Fitness,1,40.0,0.0
NZXT,Video Game Consoles & Games,1,5.0,75.0
Northwest Registered Agent,B2B,1,0.0,150.0
Nisim International,Health & Beauty,1,15.0,0.0
Nature Hills Nursery,Yard & Garden,1,25.0,0.0
Modern Artisans,Household,1,10.0,0.0
UNGEX Pty Ltd,Health & Beauty,1,8.0,0.0
Maximum Slim,Health & Beauty,1,43.0,0.0
Madison-Reed,Health & Beauty,1,20.0,20.0
Lyssé,Clothing & Apparel,1,12.0,0.0
LostMyDoggie.com,Animals & Pet Supplies,1,0.0,20.0
Linens & Hutch,Bed & Bath,1,12.0,0.0
LED Equipped,Medical,1,10.0,0.0
Las Vegas Perks,Vacation Packages,1,20.0,0.0
Lacrosse Monkey,Sporting Goods,1,5.0,0.0
Patchology,Health & Beauty,1,14.0,0.0
Pinto Ranch,Accessories,1,5.0,0.0
The Personal Barber,Health & Beauty,1,4.0,12.0
Pooch Perks Inc.,Dog Supplies,1,10.0,0.0
Swords of Northshire,Collectibles,1,4.0,0.0
Supergoop!,Health & Beauty,1,6.0,0.0
SupCase,Electronics Accessories,1,8.0,0.0
Kardia,Health Care,1,10.0,0.0
Stegmann Clogs,Shoes,1,4.0,0.0
Spirit Jersey,Clothing & Apparel,1,15.0,0.0
SOCCER.com,Sporting Goods,1,2.0,0.0
Shop Joe,Outdoor Living,1,5.0,0.0
Furbo Dog Camera,Animals & Pet Supplies,1,10.0,0.0
Shipt,Consumer Services,1,10.0,0.0
Shed Defender,Animals & Pet Supplies,1,8.0,0.0
Rubber Chicken Cards,Internet Services,1,50.0,0.0
Rogue Royalty,Dog Supplies,1,10.0,0.0
Remarkable Coating,Hobbies & Creative Arts,1,5.0,0.0
PurelyAlpaca,Clothing & Apparel,1,11.0,0.0
PupJoy,Animals & Pet Supplies,1,15.0,20.0
Pretty Attitude,Women,1,10.0,0.0
RocketLawyer,Legal,1,30.0,0.0
Revival Animal Health,Animals & Pet Supplies,1,3.0,0.0
RefrigiWear,Clothing & Apparel,1,8.0,0.0
Betsy & Adam,Clothing & Apparel,1,5.0,0.0
1-800 Baskets,Gift Baskets,1,6.0,0.0
RocketRX,,1,10.0,0.0
ZINIO US,,1,10.0,0.0
Minoston,Consumer Electronics,1,20.0,0.0
Lancer Camera Backpack,Backpacks,1,8.0,0.0
ExBrite Medicine Cabinets,Household,1,10.0,0.0
OTR Carry,Weapons,1,10.0,0.0
Alori (US),Vitamins & Supplements,1,10.0,0.0
Xscape Evenings,Clothing & Apparel,1,5.0,0.0
Bumble and bumble,Health & Beauty,1,8.0,0.0
WALLHACK,Computers & Accessories,1,10.0,0.0
lukah hookah,Appliances,1,12.0,0.0
SUTIL,Beauty & Cosmetics,1,10.0,0.0
Paris City Vision,Travel,1,10.0,0.0
Halliday,Contacts & Glasses,1,12.0,0.0
Nutri Effect,Vitamins & Supplements,1,15.0,20.0
Organics Ocean,Vitamins & Supplements,1,2.0,0.0
Riff Raff,Babies & Kids,1,7.0,0.0
Aero Precision,Weapons,1,7.0,0.0
Air Filters Delivered,Household,1,10.0,0.0
Alice + Olivia,Women,1,0.8,0.0
AmScope,Consumer Electronics,1,4.0,0.0
Buckle.com,Clothing & Apparel,1,4.0,0.0
BSTN,Clothing & Apparel,1,8.0,0.0
Bonsai Boy of New York,Yard & Garden,1,20.0,0.0
Bonobos,Clothing & Apparel,1,6.0,0.0
Bonds,Clothing & Apparel,1,7.0,0.0
BNB Tobacco,Cigars,1,12.0,0.0
Blue Apron,Food & Gourmet,1,15.0,15.0
BlindsExpress.com,Household,1,3.0,0.0
Beverly Diamonds,Jewelry,1,10.0,0.0
