Merchant Name,Category Name,Country code,c. Total Coupons,% Rate,Flat Rate
No7 Beauty,Beauty & Cosmetics,US,1,9.60%,
Nextbase,Camera & Optics,US,1,10.00%,
Acebeam,Lighting,US,1,15.00%,
Mechdiy,Accessories,US,1,6.00%,
Dragonhawk Tattoo Supply,Arts & Entertainment,US,1,12.00%,
OROA,Furniture,US,1,8.00%,
PGYTECH,Consumer Electronics,US,1,8.00%,
Rug Source,Rugs & Flooring,US,1,10.00%,
Sally Beauty,Beauty & Cosmetics,US,1,8.00%,
InchBug,Babies & Kids,US,1,10.00%,
Paramount+,Televisions,US,1,60.80%,12.5
Clixo,Educational Toys,US,1,8.00%,
mindhub™ by Pearson VUE,Education,US,1,15.00%,
Empire Today,Rugs & Flooring,US,1,,15
Known Nutrition,Health & Beauty,US,1,6.40%,
Huepar,Hardware,US,1,6.00%,
Motorola,Telephony,US,1,3.00%,0
Creoate,B2B,US,1,,125
Dragon Touch,Household,US,1,8.00%,
BONHEUR JEWELRY,Clothing & Apparel,US,1,40.00%,
Honeydew Sleep,Household,US,1,25.00%,
Frank and Eileen,Clothing & Apparel,US,1,3.00%,
Diane von Furstenberg,Clothing & Apparel,US,1,8.00%,
Yosuda Bikes,Exercise & Fitness,US,1,13.00%,
Phonics in Motion,Online Courses,US,1,8.00%,
LubeLife,Erotic,US,1,5.00%,
Go City,Travel,US,1,6.00%,0
Fancii,Health & Beauty,US,1,8.00%,
Unity,Video Game Consoles & Games,US,1,15.00%,
Joylux,Personal Care,US,1,6.40%,
pdfFiller,Software,US,1,,70
beetlesgelpolish,Beauty & Cosmetics,US,1,10.00%,
Prosoria,Health & Beauty,US,1,3.00%,
NatureCity,Vitamins & Supplements,US,1,1.00%,
Addiesdive Watches,Clothing & Apparel,US,1,5.00%,
Remi,Health & Beauty,US,1,6.00%,
The Honest Kitchen,Animals & Pet Supplies,US,1,5.00%,
Miss Spa,Health & Beauty,US,1,10.00%,
Biotherm,Health & Beauty,US,1,6.00%,2
Bragg,Condiments & Sauces,US,1,7.00%,
TheraBox,Box Subscriptions,US,1,10.00%,15
Ultrahuman,Consumer Electronics,US,1,7.00%,
Sistalk,Erotic,US,1,15.00%,
Orthofeet,Clothing & Apparel,US,1,8.00%,
Super Sparrow,Household,US,1,10.00%,
Targus,Backpacks,US,1,8.00%,
All-in-One Paint,Household,US,1,8.00%,
La Jolie Muse,Household,US,1,15.00%,
The Securities Institute,Education,US,1,25.00%,
Aeptom,Household,US,1,10.00%,
AeroflowDynamics Performance Corp,Vehicles & Parts,US,1,2.00%,51.2
MERIT,Beauty & Cosmetics,US,1,11.00%,
GOLDMoral,Clothing & Apparel,US,1,10.00%,
Mikado Diamonds,Jewelry,US,1,5.00%,
Denon,Audio,US,1,8.00%,
Cotosen,Clothing & Apparel,US,1,18.40%,
SONGMICS,Household,US,1,5.00%,
Tippsy,Food & Beverage,US,1,10.00%,
HOBO Bags,Handbags & Wallets,US,1,6.00%,
xSuit,Clothing & Apparel,US,1,6.00%,
Side Shaper,Exercise & Fitness,US,1,10.00%,
Sienna Naturals,Beauty & Cosmetics,US,1,10.00%,
Salt & Stone,Personal Care,US,1,8.00%,
Les Belles Co,Clothing & Apparel,US,1,10.00%,
Lil Helper,Diapering,US,1,7.00%,
P.S. Condom,Erotic,US,1,20.00%,
Sugarlips,Women,US,1,10.00%,
Filorga,Health & Beauty,US,1,8.00%,
We Craft Box,Box Subscriptions,US,1,10.00%,20
tentree,Clothing & Apparel,US,1,6.00%,
Zupapa,Outdoor Play Equipment,US,1,6.40%,
Thistle,Food & Beverage,US,1,,20
Leaf of Life Wellness,Health & Beauty,US,1,25.00%,
HUGO BOSS,Clothing & Apparel,US,1,12.00%,1.024
ScholarTrip,Air,US,1,1.00%,
XP-PEN,Computers & Accessories,US,1,8.00%,
Cheap Caribbean Vacations,Travel,US,1,4.00%,
Nutrishop,Vitamins & Supplements,US,1,9.00%,
Muc-Off,"Vehicle Maintenance, Care & Decor",US,1,10.00%,
Displays2go,Signage,US,1,0.80%,
Shaker & Spoon,Liquor & Spirits,US,1,5.00%,15
Urban Skin Rx,Beauty & Cosmetics,US,1,6.00%,
XTAR Technology Inc.,Consumer Electronics,US,1,5.00%,
Grateful Earth,Beverages,US,1,40.00%,
Myster,e-Cigarettes & Vaporizers,US,1,10.00%,
Goddiva,Clothing & Apparel,US,1,12.00%,
Mira Fertility,Personal Care,US,1,5.00%,
Cancun Bay,Hotel,US,1,6.00%,
OneOdio,Consumer Electronics,US,1,10.00%,
Apeman,Camera & Optics,US,1,12.00%,
WonderFold Wagon,"Car Seats, Carriers & Strollers",US,1,3.20%,
Halo Sleep,Bed & Bath,US,1,3.20%,
Audien Hearing,Health Care,US,1,2.00%,
QUTOYS,Sex Toys,US,1,2.00%,
Riverside Designs,Home Decor,US,1,10.00%,
My Magic Carpet,Rugs & Flooring,US,1,10.00%,
Verb Products,Personal Care,US,1,15.00%,
TRUWILD,Vitamins & Nutrition,US,1,15.00%,
Maxtrix Kids,Bed & Bath,US,1,1.00%,
TePe,Personal Care,US,1,10.00%,
Gruv,Media,US,1,7.00%,
Joie,Women,US,1,8.00%,
Macorner,Gifts,US,1,12.00%,
Airalo,Telephony,US,1,11.53%,
Hemplucid,CBD,US,1,3.00%,
Freedom,Software,US,1,7.79%,0
Sunday,Lawn & Garden,US,1,2.00%,
Metalshop Europe,Clothing & Apparel,US,1,8.00%,
Gage Beasley,Toys,US,1,15.00%,
Goodlife Clothing,Men,US,1,8.00%,
Little Sleepies,Clothing & Apparel,US,1,5.00%,
HULKMAN,"Vehicle Maintenance, Care & Decor",US,1,3.00%,
Eighth Day,Beauty & Cosmetics,US,1,5.00%,
Coppertist.Wu,Clothing & Apparel,US,1,15.00%,
Unilove,"Car Seats, Carriers & Strollers",US,1,6.00%,
Passerine,Rugs & Flooring,US,1,5.00%,
Viski,Kitchen & Dining,US,1,10.00%,
The Period Company,Health & Beauty,US,1,8.00%,
BIQU Technology,3D Printers,US,1,8.00%,
Ulike,Health & Beauty,US,1,12.00%,
Private Internet Access VPN,Computers & Accessories,US,1,90.00%,
Budget Truck Rental,Car Rental,US,1,3.00%,0
Western Aloha,Clothing & Apparel,US,1,16.00%,
"Figue Acquisition, LLC",Accessories,US,1,20.00%,
We-Ar4,Clothing & Apparel,US,1,10.00%,
Jupiter Wellness,CBD,US,1,20.00%,
Delta Beverages,CBD,US,1,20.00%,
GROHE,Home Decor,US,1,10.00%,
Vera Bradley,Handbags & Wallets,US,1,8.00%,
Encalife,Gifts,US,1,7.00%,
Amika,Health & Beauty,US,1,4.00%,
Evvy,Health Care,US,1,5.00%,
Franzis,Media,US,1,13.00%,
Italo Jewelry,Jewelry,US,1,20.00%,
Health Extension,Animals & Pet Supplies,US,1,10.00%,
Love to Dream,Babies & Kids,US,1,1.00%,
La Maison Valmont,Health & Beauty,US,1,3.00%,
Streaker Sports,Clothing & Apparel,US,1,4.00%,
Obagi,Beauty & Cosmetics,US,1,5.00%,
Wanan Luxury,Clothing & Apparel,US,1,6.00%,
Hunter Fan,Household,US,1,2.40%,
Australia Luxe Co,Shoes,US,1,10.00%,
One Stop Wine Shop,Wine,US,1,7.00%,
WerkShoppe,Gifts,US,1,20.00%,
Wildgrain,Food & Beverage,US,1,10.00%,
Calf,Camera & Optics,US,1,7.00%,
Clip Strip,Advertising & Marketing,US,1,13.00%,
Oasis Hotels,Hotel,US,1,6.00%,
paw.com,Animals & Pet Supplies,US,1,5.00%,
UPERFECT,Monitors,US,1,10.00%,
Who Gives  A Crap,Supplies,US,1,8.00%,
Raisin,Financial,US,1,,75
Tunnel Bear,Software,US,1,60.00%,
Western Union,Financial,US,1,0.00%,200
TJ Maxx,Clothing & Apparel,US,1,3.00%,0
Verve Culture,Kitchen & Dining,US,1,4.00%,
FastGrowingTrees.com,Yard & Garden,US,1,6.00%,
Xfinity,Internet Services,US,1,,25
Action Tour Guide,Tours,US,1,30.00%,
Mecool,Consumer Electronics,US,1,10.00%,
GoalieMonkey,Sporting Goods,US,1,4.00%,
Shinesty,Clothing & Apparel,US,1,6.00%,
Headshop,e-Cigarettes & Vaporizers,US,1,12.50%,
Indie Lee,Health & Beauty,US,1,6.00%,
SOJOS,Contacts & Glasses,US,1,10.00%,
JINS,Sunglasses,US,1,2.00%,
Max and Lily,Furniture,US,1,2.00%,
BuyBestGear,Outdoor Recreation,US,1,5.00%,
Samplize,Home Decor,US,1,6.00%,
IBKUL,Accessories,US,1,10.00%,
PrettyGarden,Clothing & Apparel,US,1,12.00%,
Eyebobs,Contacts & Glasses,US,1,3.00%,
Beer Drop,Alcohol / Beer,US,1,15.00%,30
Chic Home,Bed & Bath,US,1,5.00%,
SPIbelt,Exercise & Fitness,US,1,10.00%,
Oslo Skin Lab,Health & Beauty,US,1,15.00%,
MONTKUSH,CBD,US,1,8.00%,
Dae Hair,Fragrance & Cologne,US,1,8.00%,
MDSolarSciences,Beauty & Cosmetics,US,1,20.00%,
Fat Boy Surf Club,Clothing & Apparel,US,1,5.00%,
Slumber,Vitamins & Supplements,US,1,40.00%,
Territorial Seed Company,Lawn & Garden,US,1,7.00%,
Pure Enrichment,Personal Care,US,1,15.00%,
Happy and Polly,Animals & Pet Supplies,US,1,10.00%,
Consigned Sealed Delivered,Women,US,1,10.00%,
Vieve's Leaves,Beauty & Cosmetics,US,1,15.00%,
Doogee,Consumer Electronics,US,1,8.00%,
CamWell,Health & Beauty,US,1,20.00%,
Triple Eight,Outdoor Recreation,US,1,10.00%,
CAROTE,Kitchen & Dining,US,1,10.00%,
Oclean,Health & Beauty,US,1,10.00%,
Glacierfresh,Kitchen & Dining,US,1,5.00%,
Headspace,Health & Beauty,US,1,20.00%,2
Safi Hotel,Hotel,US,1,6.00%,
Hello Divorce,Legal,US,1,0.00%,150
Canvas Cultures,Home Decor,US,1,15.00%,
Pillowpops,Bed & Bath,US,1,12.00%,
Bogs Footwear,Shoes,US,1,7.00%,
Lilac St,Beauty & Cosmetics,US,1,10.00%,
Resorts World,Hotel,US,1,2.00%,
Rave Fix,Clothing & Apparel,US,1,10.00%,
Canna Box,CBD,US,1,11.00%,
Fioboc,Accessories,US,1,20.00%,
Muscle MX,CBD,US,1,20.00%,
Clear Probiotics,Health & Beauty,US,1,10.00%,
HISEA,Shoes,US,1,8.00%,
Curology,Personal Care,US,1,,16
Chemist Confessions,Health & Beauty,US,1,15.00%,
Husband Pillow,Household,US,1,10.00%,
Lamson Products,Kitchen & Dining,US,1,7.00%,
JobTestPrep,Online Courses,US,1,30.00%,
Rinseroo,Bed & Bath,US,1,15.00%,
GET SMARTER,Online Courses,US,1,15.00%,0
Priori Adaptive Skincare,Health & Beauty,US,1,15.00%,
Miranda Frye,Jewelry,US,1,10.00%,
Phoenix Star Glass,e-Cigarettes & Vaporizers,US,1,10.00%,
Nu Best,Vitamins & Supplements,US,1,10.00%,
The Skin Deep,Card Games,US,1,12.00%,
Dazuma,Lighting,US,1,5.00%,
Rusted Orange Craftworks Co.,Home Decor,US,1,4.00%,
Watier,Beauty & Cosmetics,US,1,8.00%,
Marcelle,Health & Beauty,US,1,8.00%,
Big Island Coffee Roasters,Beverages,US,1,4.00%,
Monument Grills,Household,US,1,3.00%,
Laifen,Personal Care,US,1,16.00%,
LucidSound,Audio,US,1,10.00%,
PowerA,Video Game Consoles & Games,US,1,5.00%,
Quordle Puzzles,Puzzles,US,1,20.00%,
Collections Etc.,Household,US,1,5.00%,
Purr and Mutt,Photo & Canvas Services,US,1,20.00%,
Vooray,Handbags & Wallets,US,1,8.00%,
Linen House,Household,US,1,5.00%,
Project Casting,B2B,US,1,20.00%,
CigBest Shop,e-Cigarettes & Vaporizers,US,1,10.00%,
NH Hotel Group,Hotel,US,1,6.00%,
Arizer,e-Cigarettes & Vaporizers,US,1,10.00%,
Bentgo,Kitchen & Dining,US,1,15.00%,
JB Tools,Tools,US,1,3.20%,
Winkcosplay,Costumes,US,1,8.00%,
Anthemion Flowers,Flowers,US,1,8.00%,
Ka'Chava,Vitamins & Nutrition,US,1,8.00%,
Coway,Appliances,US,1,3.00%,
Totwoo,Jewelry,US,1,10.00%,1
HOTO Tools,Tools,US,1,10.00%,
Total Man,Erotic,US,1,50.00%,
Culturelle Probiotics,Vitamins & Supplements,US,1,40.00%,
Lead Academy,Education,US,1,24.00%,
US Service Animals,Animals & Pet Supplies,US,1,25.00%,
Turbo Tenant,Software,US,1,0.00%,56
Ballsy,Personal Care,US,1,10.00%,
JS Hotels,Hotel,US,1,7.00%,
Dreo,Appliances,US,1,10.00%,
JS Dental Lab,Health Care,US,1,,20
Atomic Defense,Clothing & Apparel,US,1,10.00%,
Joyfy,Holidays & Occasions,US,1,15.00%,
antonline,Computer Components,US,1,1.50%,0
Lovability,Erotic,US,1,8.00%,
Fenrir Motorcycle,Motor Vehicle Parts,US,1,8.00%,
Peacock TV,Movies,US,1,0.00%,10
Aged & Charred,Liquor & Spirits,US,1,10.00%,
SmarTrike,"Car Seats, Carriers & Strollers",US,1,15.00%,
my Gemma,Accessories,US,1,8.00%,
YB Toner,Ink,US,1,20.00%,
PrintSafari.com,"Print, Copy, Scan & Fax",US,1,10.00%,
Nature's Craft,Vitamins & Supplements,US,1,18.00%,
Zeagoo,Clothing & Apparel,US,1,12.00%,
Action Heat,Outdoor Recreation,US,1,15.00%,
Bibsy,Baby & Kids,US,1,6.00%,
Senior.com,Health Care,US,1,10.00%,
AirHelp,Air,US,1,25.00%,
Bahimi,Swimwear,US,1,15.00%,
PuppySpot LLC,Animals & Pet Supplies,US,1,4.00%,275
VERTU PHONE,Accessories,US,1,8.00%,
American Standard,Household,US,1,8.00%,
Sophie Lou Jacobsen,Home Decor,US,1,10.00%,
Hero Bread,Food & Beverage,US,1,5.00%,
Spatarella Shop,Shoes,US,1,10.00%,
SmartWings,Home Decor,US,1,1.00%,
Ellen Tracy,Clothing & Apparel,US,1,8.00%,
SWEAT,Exercise & Fitness,US,1,0.00%,15
ARTISANCUTLERY INC,Hunting & Shooting,US,1,10.00%,
Dazzlingrock,Jewelry,US,1,1.00%,
Deeper Network Corp.,Networking Products,US,1,10.00%,
Elements of Health Care,Vitamins & Supplements,US,1,8.00%,
The Landmark Project,Clothing & Apparel,US,1,5.00%,
Pistil Designs,Accessories,US,1,19.00%,
Skytech Gaming,Video Game Consoles & Games,US,1,3.00%,
iota,Health & Beauty,US,1,2.50%,
Lumibricks,Building Toys,US,1,8.00%,
Resume.io,Consumer Services,US,1,15.00%,0
P448,Shoes,US,1,10.00%,
Lummi Island Wild,Food & Gourmet,US,1,5.00%,20
varon,Appliances,US,1,15.00%,
Highland Duds,Men,US,1,15.00%,
Sports Events,Sporting Events,US,1,9.00%,
Urban Sophistication,Accessories,US,1,7.00%,
ABSC Organics,CBD,US,1,15.00%,
Deviate Board Co LLC,Sporting Goods,US,1,25.00%,
SEV Enterprise Inc.,Sex Toys,US,1,15.00%,
Lybethras,Clothing & Apparel,US,1,10.00%,
HeyAbby,CBD,US,1,10.00%,
PGA TOUR Superstore,Golf,US,1,6.00%,
Giftlab,Personalized gifts,US,1,20.00%,
Bake Deco,Food & Gourmet,US,1,10.00%,
Decodo,Software,US,1,40.00%,0
OurBus,Travel,US,1,4.00%,
moodytiger,Baby & Kids,US,1,10.00%,
Summer Summit LLC,Health & Beauty,US,1,20.00%,
Stan's Accessories INC,Video Game Consoles & Games,US,1,5.00%,
Star Stable,Video Games,US,1,30.00%,4.32
OAKA,Shoes,US,1,20.00%,
LITO: Luxury in the Outdoors,Outdoor Living,US,1,10.00%,
YUCKY PUPPY,Dog Supplies,US,1,15.00%,
Live Forever Golf,Clothing & Apparel,US,1,3.00%,
ARCCAPTAIN,Hardware,US,1,5.00%,2.772
Adventures Vallarta,Tours,US,1,6.00%,
Cancun Adventures,Tours,US,1,6.00%,
Lumiara,Personal Care,US,1,15.00%,
Sense-U Baby,Babies & Kids,US,1,10.00%,
Skintensive,Beauty & Cosmetics,US,1,13.00%,
Godox Store,Camera & Optics,US,1,3.00%,
Tera,Electronics Accessories,US,1,10.00%,
Fowling,Outdoor Recreation,US,1,6.00%,
annie selke,Home Decor,US,1,7.00%,225
GLDN,Jewelry,US,1,5.00%,
Aesop,Beauty & Cosmetics,US,1,8.00%,
UCAN,Vitamins & Supplements,US,1,8.00%,
Red Pocket Mobile,Telephony,US,1,5.60%,8
HigherDOSE,Health & Beauty,US,1,6.00%,
Stix Golf,Golf,US,1,7.00%,
Drunk Elephant,Health & Beauty,US,1,4.00%,
Cocunat,Health & Beauty,US,1,10.00%,
Boka,Personal Care,US,1,8.00%,
ACLS Certification Institute,Health Care,US,1,5.00%,
EFE GLASSES,Contacts & Glasses,US,1,20.00%,
BODi,Exercise & Fitness,US,1,6.00%,16.4
Boston Proper,Clothing & Apparel,US,1,1.00%,
CADDIS Eye Appliances,Contacts & Glasses,US,1,5.00%,
Peloton Apparel,Clothing & Apparel,US,1,5.00%,
Luggage Online,Luggage & Bags,US,1,6.00%,
Maxfoot Electric Bike,Cycling,US,1,5.00%,
Shopflys,Outdoor Recreation,US,1,10.00%,
Lladro,Home Decor,US,1,7.00%,
CON-CRET,Vitamins & Nutrition,US,1,15.00%,
Mizzen + Main,Men,US,1,1.00%,
BistroMD,Box Subscriptions,US,1,15.00%,
Sensibo,Smart Home Devices,US,1,15.00%,
Mobility Mart,Health Care,US,1,5.00%,
Teachersgram,Clothing & Apparel,US,1,18.00%,
NoDaysWasted,Vitamins & Supplements,US,1,3.00%,3
ChefPaw,Animals & Pet Supplies,US,1,10.00%,
BLACK+DECKER,Appliances,US,1,6.00%,
Happy Viking,Vitamins & Nutrition,US,1,3.00%,
Flsun,3D Printers,US,1,8.00%,
Omnisend,Advertising & Marketing,US,1,25.00%,32
SwifDoo,Software,US,1,50.00%,
CaskCartel.com,Alcohol / Beer,US,1,10.00%,
Newell Brands Baby Jogger,Baby Safety,US,1,6.00%,
Caribbean Joe,Clothing & Apparel,US,1,10.00%,
Pressed Juicery,Beverages,US,1,5.00%,
CaddyTalk USA,Golf,US,1,10.00%,
Kratom Kava Bar,Tobacco,US,1,20.00%,
Nothing Tech,Consumer Electronics,US,1,4.50%,
INIKA Organic,Health & Beauty,US,1,8.00%,
THEBS,Clothing & Apparel,US,1,6.40%,
DIME Beauty,Health & Beauty,US,1,1.00%,
Native To Wear,Clothing & Apparel,US,1,4.00%,
Ohora,Health & Beauty,US,1,5.00%,
SONIA HOU Jewelry,Jewelry,US,1,20.00%,
Heavy Duty Ramps,B2B,US,1,5.00%,
Mac's Tie-Downs,Vehicle Safety & Security,US,1,5.00%,
Upwork,Consumer Services,US,1,75.00%,0
Perfect Plants Nursery,Yard & Garden,US,1,12.50%,
Reverb,Musical Instruments & Accessories,US,1,8.00%,5
BoomBike,Cycling,US,1,5.50%,
Carer,Health Care,US,1,10.00%,
The Ware Company,Beauty & Cosmetics,US,1,20.00%,
Egghead Nutrition,Vitamins & Nutrition,US,1,35.00%,
CaptainMail,Education,US,1,30.00%,
Auto Allies,Auto (or Vehicle),US,1,,5
Sneakin,Shoes,US,1,3.00%,
enginediyshop,Motor Vehicle Parts,US,1,5.00%,
Huddleson,Household,US,1,6.00%,
5th Wheel,Motor Vehicle Electronics,US,1,5.00%,
STRIPS,Household,US,1,,4
Western Chief,Clothing & Apparel,US,1,10.00%,
Franzese Wine LLC.,Wine,US,1,10.00%,
Signature Menswear,Men,US,1,10.00%,
Orange Sleep,Bed & Bath,US,1,12.00%,300
Resona Health,Health Care,US,1,10.00%,
Western Rise,Clothing & Apparel,US,1,9.00%,
Clio Coffee,Smart Home Devices,US,1,35.00%,
Brisk Shirts,Clothing & Apparel,US,1,5.00%,
Horow Bath,Household,US,1,18.00%,
CyberSuite,Software,US,1,10.00%,
Hedgehog Dryer Inc,Household,US,1,12.50%,
LOOV Organic,Vitamins & Nutrition,US,1,5.00%,
DAMIENSABER,Collectibles,US,1,5.00%,
Rebalance Health,Vitamins & Nutrition,US,1,25.00%,
Chopper Mill,Clothing & Apparel,US,1,8.00%,
KEEP Labs Inc.,Storage and Organization,US,1,12.00%,
Mowbi,Arts & Crafts,US,1,5.00%,
Netart.com,Web Hosting & Domains,US,1,55.00%,
STIGA Sports,Sporting Goods,US,1,10.00%,
ACEMAGIC,Computers & Accessories,US,1,1.00%,
One Stop Parking,Travel,US,1,5.00%,
Skincode,Health & Beauty,US,1,10.00%,
Persn,Jewelry,US,1,15.00%,
Je Sens Le Bonheur,Beauty & Cosmetics,US,1,4.00%,
La Maison Boutique,Health & Beauty,US,1,15.00%,
Scentcraft,Fragrance & Cologne,US,1,20.00%,
Xplora,Smart Watches,US,1,10.00%,
Victory Tailgate,Outdoor Recreation,US,1,10.00%,
Fanka,Women,US,1,7.00%,
Mom Glo,Vitamins & Supplements,US,1,,20
SVR,Personal Care,US,1,15.00%,
Truvaga,Health & Beauty,US,1,3.00%,
Be Bohemian,Personal Care,US,1,20.00%,
Woodemon,Babies & Kids,US,1,7.00%,
Rue Sophie,Women,US,1,10.00%,
Atelier Delphine,Women,US,1,15.00%,
Island Importer,Clothing & Apparel,US,1,5.00%,
Wesper,Consumer Electronics,US,1,10.00%,
Spytec GPS,GPS,US,1,10.00%,
The Secure Mat,Bed & Bath,US,1,15.00%,
Noomie,Baby & Kids,US,1,5.00%,
ONIX,Sporting Goods,US,1,10.00%,
GardePro,Consumer Electronics,US,1,10.00%,
roselili,Women,US,1,20.00%,
Lilly Lashes,Beauty & Cosmetics,US,1,15.00%,
Bag Borrow or Steal,Accessories,US,1,10.00%,
NeonWill,Lighting,US,1,5.00%,
Goalrilla,Sporting Goods,US,1,5.00%,
Woosh Beauty,Beauty & Cosmetics,US,1,14.00%,
Allovehair,Beauty & Cosmetics,US,1,8.00%,
LUE BONA,Furniture,US,1,5.00%,
Derma Solutions Care,Health & Beauty,US,1,20.00%,
TURBRO,Household,US,1,1.00%,
MONPORT,Hardware,US,1,5.00%,
WOODPLAY,Baby Toys & Activity Equipment,US,1,5.00%,
ECMVAPE,e-Cigarettes & Vaporizers,US,1,15.00%,
Jacaranda Living,Clothing & Apparel,US,1,5.00%,
RaffelDeals,Clothing & Apparel,US,1,10.00%,
Jafanda,Appliances,US,1,30.00%,
Medieval Brick,Building Toys,US,1,8.00%,
Lighted Address Numbers,Household,US,1,15.00%,
TRUBAR,Snacks,US,1,10.00%,
Swig Life,Kitchen & Dining,US,1,5.00%,
Milk x Whiskey,Outdoor Recreation,US,1,12.00%,
Adore Adorn,Jewelry,US,1,10.00%,
I Nurture Companies LLC(BU Renewed),Vitamins & Supplements,US,1,15.00%,
Afewvibe LTD,Clothing & Apparel,US,1,20.00%,
Irix Lens,Camera & Optic Accessories,US,1,5.00%,
Players Choice CBD,CBD,US,1,10.00%,
Birch Beauty INC,Beauty & Cosmetics,US,1,20.00%,
Birdie Town,Golf,US,1,10.00%,
Orant Neon,Signage,US,1,20.00%,
Doctor Wilson's Original Formulations,Health Care,US,1,5.00%,
Our Erotic Journey,Sex Toys,US,1,15.00%,
RC GOFOLLOW,Vehicles & Parts,US,1,10.00%,
Enigwatch,Watches,US,1,10.00%,
Wybot,Pool & Spa,US,1,18.00%,
Hairs Market,Health & Beauty,US,1,8.00%,
Worm Nerd,Lawn & Garden,US,1,10.00%,
Insotel Hotel Group,Hotel,US,1,6.00%,
Topo Designs,Clothing & Apparel,US,1,8.00%,
Hanni,Health & Beauty,US,1,12.00%,
rattanebike,Cycling,US,1,5.00%,
Epres,Health & Beauty,US,1,10.00%,
BiltRx,Exercise & Fitness,US,1,20.00%,
Rackora,Electronics Accessories,US,1,25.00%,
Caley Cosmetics,Beauty & Cosmetics,US,1,25.00%,
EAROS,Audio,US,1,10.00%,
Sympli,Clothing & Apparel,US,1,4.00%,
The Granville Island Pet Treatery Corp,Animals & Pet Supplies,US,1,10.00%,
KNOPF,Watches,US,1,10.00%,
Moussy,Clothing & Apparel,US,1,7.00%,
NOVAALAB,Health & Beauty,US,1,20.00%,
YoColorado,Clothing & Apparel,US,1,12.00%,
Mileseey,Tools,US,1,15.00%,
Tuff Ring,Mens,US,1,13.00%,
KSP performance,Vehicles & Parts,US,1,7.50%,
HD Buttercup,Furniture,US,1,10.00%,
Plaud,Audio,US,1,10.00%,
iWantek,Audio,US,1,30.00%,
Steadfast Golf,Golf,US,1,10.00%,
New Options Sports,Sporting Goods,US,1,10.00%,
MURF Electric Bikes,Motor Vehicle Electronics,US,1,5.00%,
oksiwalux,Vehicles & Parts,US,1,8.00%,
Joyliketoys,Puzzles,US,1,15.00%,
Julia Jordan,Women,US,1,28.00%,
Advanced Molecular Labs,Vitamins & Supplements,US,1,3.00%,
ARZOPA,Monitors,US,1,8.00%,
Lever Gear,Tools,US,1,25.00%,
IXA Curtains,Household,US,1,12.00%,
Love and Logic,Education,US,1,25.00%,
Cloudstyle,Men,US,1,10.00%,
Vintage La Rose,Jewelry,US,1,6.00%,
Kiss,Beauty & Cosmetics,US,1,5.00%,
Kevin Murphy,Health & Beauty,US,1,12.00%,
ITEHIL,Outdoor Recreation,US,1,15.00%,
Grinmore,Clothing & Apparel,US,1,5.00%,
Bryte,Bed & Bath,US,1,12.00%,
Luxury Toy X,Sex Toys,US,1,15.00%,
Nick's Stick's,Meats & Seafood,US,1,3.00%,
Immersive Gamebox,Amusement & Theme Parks,US,1,5.00%,
Ryder Toys,Outdoor Play Equipment,US,1,6.40%,
Robert Talbott,Accessories,US,1,6.00%,
Zulay Kitchen,Kitchen & Dining,US,1,12.00%,
GIGALUMI,Home Decor,US,1,9.00%,
Adept Knives,Weapons,US,1,5.00%,
Mezlan,Shoes,US,1,10.00%,
Embossed Graphics,Consumer Services,US,1,15.00%,
Kindred Label,Shoes,US,1,5.00%,
Xtrons US,Vehicles & Parts,US,1,5.00%,
Luxy Hair,Health & Beauty,US,1,1.00%,
Seat Club,Music,US,1,20.00%,
Jow,Food & Gourmet,US,1,10.00%,2
Orion Motor Tech,"Vehicle Maintenance, Care & Decor",US,1,10.00%,
Bookmap,Financial,US,1,,250
Ford Accessories,Vehicles & Parts,US,1,5.00%,
Victory Range Hoods,Kitchen & Dining,US,1,10.00%,
HOMMI,Collectibles,US,1,20.00%,
NatPat,Health Care,US,1,8.00%,
Cherley,Clothing & Apparel,US,1,2.00%,
50 Floor,Rugs & Flooring,US,1,,30
Uniquelan Jewelry,Jewelry,US,1,13.00%,
Blueberry Pet,Animals & Pet Supplies,US,1,15.00%,
Superhuman Bikes,Cycling,US,1,5.00%,
Cru Ovens,Outdoor Living,US,1,6.00%,
Rboutique,Clothing & Apparel,US,1,6.00%,
Aiffro,Data Storage,US,1,10.00%,
Catrice Cosmetics,Beauty & Cosmetics,US,1,6.00%,
MixPlaces,Photo Gifts,US,1,20.00%,
Somnee,Health & Beauty,US,1,12.00%,
Laundry Sauce,Supplies,US,1,30.00%,
RayNeo,Consumer Electronics,US,1,5.00%,
Mooncool,Cycling,US,1,5.00%,
RV Blinds,"Vehicle Maintenance, Care & Decor",US,1,7.50%,
Off Hours Spirits,Alcohol / Beer,US,1,15.00%,
Vossagin,Jewelry,US,1,0.75%,
Metagenics,Vitamins & Supplements,US,1,5.00%,
Vibrant Publishers,Books & Magazines,US,1,10.00%,
Sendwave,Financial,US,1,0.00%,80
Thermomate,Household,US,1,8.00%,
Fifa Coin,Financial,US,1,12.00%,
Maison Margiela,Fragrance & Cologne,US,1,6.00%,
Rowabi,Lighting,US,1,10.00%,
Phomemo,"Print, Copy, Scan & Fax",US,1,5.00%,
Varmtalys,Lighting,US,1,15.00%,
Flat Socks,Accessories,US,1,5.00%,
Cheerful Painting,Arts & Entertainment,US,1,20.00%,
Reencle,Kitchen & Dining,US,1,5.00%,
